"GEOCODIGO_MUNICIPIO","NOME_MUNICIPIO","long_neg","lat_neg","Municipio_Codigo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","long","lat"
"3142007","MIRABELA","-44.160644","-16.258453","3142007 MIRABELA","1","1","1","1","1","1","4","1","8","1","1","1","44.160644","16.258453"
"3142106","MIRADOURO","-42.34615","-20.894419","3142106 MIRADOURO","1","1","1","1","1","1","2","6","44","53","42","25","42.34615","20.894419"
"3142205","MIRAÍ","-42.61604","-21.193982","3142205 MIRAÍ","1","1","1","1","1","1","1","1","1","1","2","1","42.61604","21.193982"
"3142254","MIRAVÂNIA","-44.412075","-14.747839","3142254 MIRAVÂNIA","1","1","1","1","1","1","1","1","3","4","1","1","44.412075","14.747839"
"3142304","MOEDA","-44.047569","-20.330269","3142304 MOEDA","1","1","1","1","1","1","1","1","1","3","4","1","44.047569","20.330269"
"3142403","MOEMA","-45.42531","-19.8387","3142403 MOEMA","1","1","1","1","1","1","1","1","1","1","1","1","45.42531","19.8387"
"3142502","MONJOLOS","-44.119317","-18.323686","3142502 MONJOLOS","1","1","1","1","1","1","1","2","8","4","1","3","44.119317","18.323686"
"3142601","MONSENHOR PAULO","-45.545074","-21.761772","3142601 MONSENHOR PAULO","1","1","1","1","1","3","1","1","1","1","1","1","45.545074","21.761772"
"3142700","MONTALVÂNIA","-44.363621","-14.420365","3142700 MONTALVÂNIA","1","1","1","1","1","1","1","1","1","1","4","1","44.363621","14.420365"
"3142809","MONTE ALEGRE DE MINAS","-48.877117","-18.869167","3142809 MONTE ALEGRE DE MINAS","1","1","1","1","1","1","1","18","27","10","6","1","48.877117","18.869167"
"3142908","MONTE AZUL","-42.873165","-15.155339","3142908 MONTE AZUL","1","1","1","1","1","1","1","1","1","1","1","1","42.873165","15.155339"
"3143005","MONTE BELO","-46.368246","-21.327146","3143005 MONTE BELO","1","1","2","1","1","1","1","6","35","28","31","7","46.368246","21.327146"
"3143104","MONTE CARMELO","-47.495972","-18.729038","3143104 MONTE CARMELO","1","1","1","2","8","3","1","16","18","5","4","1","47.495972","18.729038"
"3143153","MONTE FORMOSO","-41.254579","-16.866494","3143153 MONTE FORMOSO","1","1","1","1","1","1","1","2","3","2","1","1","41.254579","16.866494"
"3143203","MONTE SANTO DE MINAS","-46.977119","-21.190475","3143203 MONTE SANTO DE MINAS","1","1","1","1","1","1","1","2","1","4","1","1","46.977119","21.190475"
"3143302","MONTES CLAROS","-43.865422","-16.722707","3143302 MONTES CLAROS","1","1","1","1","1","1","1","1","1","1","1","2","43.865422","16.722707"
"3143401","MONTE SIÃO","-46.573703","-22.433549","3143401 MONTE SIÃO","1","1","1","1","1","1","1","12","11","7","3","1","46.573703","22.433549"
"3143450","MONTEZUMA","-42.507474","-15.171144","3143450 MONTEZUMA","1","1","1","3","5","1","1","10","6","11","8","9","42.507474","15.171144"
"3143500","MORADA NOVA DE MINAS","-45.355502","-18.607445","3143500 MORADA NOVA DE MINAS","1","1","1","1","1","1","1","1","1","1","1","1","45.355502","18.607445"
"3143609","MORRO DA GARÇA","-44.603531","-18.547218","3143609 MORRO DA GARÇA","1","1","1","1","1","1","1","2","1","1","1","1","44.603531","18.547218"
"3143708","MORRO DO PILAR","-43.374804","-19.218342","3143708 MORRO DO PILAR","1","1","1","1","23","8","10","23","27","18","17","2","43.374804","19.218342"
"3143807","MUNHOZ","-46.360371","-22.612783","3143807 MUNHOZ","1","1","1","1","1","1","1","1","3","2","2","1","46.360371","22.612783"
"3143906","MURIAÉ","-42.361075","-21.132047","3143906 MURIAÉ","1","1","1","1","1","1","1","2","5","2","1","1","42.361075","21.132047"
"3144003","MUTUM","-41.439139","-19.807189","3144003 MUTUM","1","1","1","1","1","1","1","2","1","2","1","1","41.439139","19.807189"
"3144102","MUZAMBINHO","-46.526805","-21.373013","3144102 MUZAMBINHO","1","1","1","1","2","1","3","5","5","11","13","2","46.526805","21.373013"
"3144201","NACIP RAYDAN","-42.251792","-18.457924","3144201 NACIP RAYDAN","1","1","1","1","1","1","1","1","1","1","1","1","42.251792","18.457924"
"3144300","NANUQUE","-40.351739","-17.838993","3144300 NANUQUE","1","1","1","1","1","1","1","1","4","2","2","3","40.351739","17.838993"
"3144359","NAQUE","-42.334708","-19.223543","3144359 NAQUE","1","1","1","1","1","1","1","1","1","1","1","1","42.334708","19.223543"
"3144375","NATALÂNDIA","-46.497534","-16.503836","3144375 NATALÂNDIA","1","1","1","1","1","1","1","1","1","1","2","2","46.497534","16.503836"
"3144409","NATÉRCIA","-45.518235","-22.118474","3144409 NATÉRCIA","1","1","1","1","1","1","1","1","1","2","2","1","45.518235","22.118474"
"3144508","NAZARENO","-44.617235","-21.217697","3144508 NAZARENO","1","1","1","1","1","1","1","1","1","1","3","1","44.617235","21.217697"
"3144607","NEPOMUCENO","-45.237429","-21.234577","3144607 NEPOMUCENO","1","1","1","1","1","1","1","1","2","1","1","1","45.237429","21.234577"
"3144656","NINHEIRA","-41.748789","-15.323802","3144656 NINHEIRA","1","1","1","1","1","2","2","9","3","7","10","3","41.748789","15.323802"
"3144672","NOVA BELÉM","-41.103688","-18.494091","3144672 NOVA BELÉM","1","1","1","1","1","3","3","1","1","7","2","1","41.103688","18.494091"
"3144706","NOVA ERA","-43.035457","-19.764423","3144706 NOVA ERA","1","1","2","6","1","1","1","4","18","6","4","2","43.035457","19.764423"
"3144805","NOVA LIMA","-43.849783","-19.983893","3144805 NOVA LIMA","1","1","1","1","1","1","1","5","5","14","4","1","43.849783","19.983893"
"3144904","NOVA MÓDICA","-41.501336","-18.441606","3144904 NOVA MÓDICA","1","1","1","1","1","1","2","4","1","1","2","6","41.501336","18.441606"
"3145000","NOVA PONTE","-47.670571","-19.168892","3145000 NOVA PONTE","1","1","1","1","1","1","1","1","2","1","1","1","47.670571","19.168892"
"3145059","NOVA PORTEIRINHA","-43.302551","-15.80221","3145059 NOVA PORTEIRINHA","1","1","1","1","1","1","1","1","1","1","1","1","43.302551","15.80221"
"3145109","NOVA RESENDE","-46.417029","-21.126652","3145109 NOVA RESENDE","1","1","1","1","1","1","1","1","1","1","2","1","46.417029","21.126652"
"3145208","NOVA SERRANA","-44.985579","-19.875867","3145208 NOVA SERRANA","1","1","1","4","3","21","57","102","88","71","21","14","44.985579","19.875867"
"3145307","NOVO CRUZEIRO","-41.875392","-17.474889","3145307 NOVO CRUZEIRO","1","1","1","1","1","1","1","4","10","6","1","1","41.875392","17.474889"
"3145356","NOVO ORIENTE DE MINAS","-41.222097","-17.409166","3145356 NOVO ORIENTE DE MINAS","1","1","1","1","1","1","1","2","1","1","1","1","41.222097","17.409166"
"3145372","NOVORIZONTE","-42.416781","-16.019539","3145372 NOVORIZONTE","1","1","1","1","1","1","1","1","3","1","1","1","42.416781","16.019539"
"3145406","OLARIA","-43.930927","-21.864773","3145406 OLARIA","1","1","1","1","1","1","1","3","1","1","1","1","43.930927","21.864773"
"3145455","OLHOS-D'ÁGUA","-43.571411","-17.4019","3145455 OLHOS-D'ÁGUA","1","1","1","1","1","1","1","3","1","1","1","1","43.571411","17.4019"
"3145505","OLÍMPIO NORONHA","-45.264136","-22.06696","3145505 OLÍMPIO NORONHA","1","1","1","1","5","1","1","1","3","5","3","2","45.264136","22.06696"
"3145604","OLIVEIRA","-44.826411","-20.697516","3145604 OLIVEIRA","1","1","1","1","1","1","1","1","2","2","4","2","44.826411","20.697516"
"3145703","OLIVEIRA FORTES","-43.462544","-21.339493","3145703 OLIVEIRA FORTES","1","1","1","1","4","8","19","10","10","22","10","4","43.462544","21.339493"
"3145802","ONÇA DE PITANGUI","-44.808382","-19.745524","3145802 ONÇA DE PITANGUI","1","1","1","1","2","1","1","2","2","1","2","1","44.808382","19.745524"
"3145851","ORATÓRIOS","-42.806339","-20.430996","3145851 ORATÓRIOS","1","1","1","1","4","2","1","3","4","18","16","4","42.806339","20.430996"
"3145877","ORIZÂNIA","-42.202946","-20.504121","3145877 ORIZÂNIA","1","1","1","1","1","1","1","1","1","1","1","2","42.202946","20.504121"
"3145901","OURO BRANCO","-43.694771","-20.523583","3145901 OURO BRANCO","1","1","1","3","1","5","3","1","1","1","5","1","43.694771","20.523583"
"3146008","OURO FINO","-46.380081","-22.283524","3146008 OURO FINO","1","1","1","1","1","1","1","1","1","1","1","1","46.380081","22.283524"
"3146107","OURO PRETO","-43.506448","-20.386776","3146107 OURO PRETO","1","1","1","1","1","1","1","1","1","1","1","1","43.506448","20.386776"
"3146206","OURO VERDE DE MINAS","-41.268709","-18.069339","3146206 OURO VERDE DE MINAS","1","1","1","1","1","1","1","1","1","1","1","1","41.268709","18.069339"
"3146255","PADRE CARVALHO","-42.520745","-16.365103","3146255 PADRE CARVALHO","1","1","1","1","1","1","1","1","1","10","2","1","42.520745","16.365103"
"3146305","PADRE PARAÍSO","-41.484965","-17.076319","3146305 PADRE PARAÍSO","1","1","1","1","1","1","1","2","1","1","1","2","41.484965","17.076319"
"3146404","PAINEIRAS","-45.538758","-18.902217","3146404 PAINEIRAS","1","1","1","8","19","11","27","34","11","23","9","2","45.538758","18.902217"
"3146503","PAINS","-45.660813","-20.370917","3146503 PAINS","1","1","1","1","1","1","1","1","1","1","1","1","45.660813","20.370917"
"3146552","PAI PEDRO","-43.070556","-15.537066","3146552 PAI PEDRO","1","1","1","1","1","1","3","1","3","1","1","1","43.070556","15.537066"
"3146602","PAIVA","-43.418833","-21.287852","3146602 PAIVA","1","1","1","1","1","1","2","1","1","3","1","1","43.418833","21.287852"
"3146701","PALMA","-42.315826","-21.372561","3146701 PALMA","1","1","1","1","1","1","1","1","1","1","2","1","42.315826","21.372561"
"3146750","PALMÓPOLIS","-40.420398","-16.734467","3146750 PALMÓPOLIS","1","1","1","1","1","1","1","1","1","1","2","1","40.420398","16.734467"
"3146909","PAPAGAIOS","-44.744702","-19.455537","3146909 PAPAGAIOS","1","1","1","1","1","1","1","1","2","1","1","1","44.744702","19.455537"
"3147006","PARACATU","-46.875419","-17.219742","3147006 PARACATU","1","1","1","1","1","1","1","1","2","4","2","1","46.875419","17.219742"
"3147105","PARÁ DE MINAS","-44.60538","-19.864738","3147105 PARÁ DE MINAS","1","1","1","1","1","1","1","1","1","1","1","1","44.60538","19.864738"
"3147204","PARAGUAÇU","-45.732695","-21.547316","3147204 PARAGUAÇU","1","1","1","1","1","1","1","1","4","1","1","1","45.732695","21.547316"
"3147303","PARAISÓPOLIS","-45.781704","-22.555193","3147303 PARAISÓPOLIS","1","1","1","1","1","3","17","1","1","7","3","1","45.781704","22.555193"
"3147402","PARAOPEBA","-44.403117","-19.281429","3147402 PARAOPEBA","1","1","1","1","1","3","5","14","27","32","13","11","44.403117","19.281429"
"3147501","PASSABÉM","-43.143814","-19.350982","3147501 PASSABÉM","1","1","1","1","1","1","1","3","1","1","1","1","43.143814","19.350982"
"3147600","PASSA QUATRO","-44.969639","-22.389798","3147600 PASSA QUATRO","1","1","1","1","1","3","10","7","4","2","2","1","44.969639","22.389798"
"3147709","PASSA TEMPO","-44.493417","-20.652388","3147709 PASSA TEMPO","1","1","1","1","1","1","1","1","1","2","2","1","44.493417","20.652388"
"3147808","PASSA-VINTE","-44.231049","-22.208977","3147808 PASSA-VINTE","1","1","1","1","1","1","1","2","3","5","1","1","44.231049","22.208977"
"3147907","PASSOS","-46.611413","-20.719212","3147907 PASSOS","1","1","1","1","1","1","1","2","1","1","2","1","46.611413","20.719212"
"3147956","PATIS","-44.082705","-16.079276","3147956 PATIS","1","1","1","1","1","1","1","4","3","1","2","2","44.082705","16.079276"
"3148004","PATOS DE MINAS","-46.515916","-18.592571","3148004 PATOS DE MINAS","1","6","1","3","2","3","3","17","14","11","30","16","46.515916","18.592571"
"3148103","PATROCÍNIO","-46.997438","-18.940813","3148103 PATROCÍNIO","1","1","1","1","1","1","1","1","1","1","4","1","46.997438","18.940813"
"3148202","PATROCÍNIO DO MURIAÉ","-42.212653","-21.151711","3148202 PATROCÍNIO DO MURIAÉ","1","1","1","1","1","1","1","3","1","1","1","2","42.212653","21.151711"
"3148301","PAULA CÂNDIDO","-42.983155","-20.870162","3148301 PAULA CÂNDIDO","1","1","1","1","1","1","1","1","1","1","1","1","42.983155","20.870162"
"3148400","PAULISTAS","-42.872625","-18.431738","3148400 PAULISTAS","1","1","1","1","1","1","1","1","1","4","1","1","42.872625","18.431738"
"3148509","PAVÃO","-41.000113","-17.43269","3148509 PAVÃO","1","1","1","1","1","1","1","2","1","1","1","1","41.000113","17.43269"
"3148608","PEÇANHA","-42.563186","-18.546889","3148608 PEÇANHA","1","1","1","1","1","1","1","2","6","8","2","1","42.563186","18.546889"
"3148707","PEDRA AZUL","-41.281752","-16.005923","3148707 PEDRA AZUL","1","1","1","1","1","1","1","1","1","1","1","1","41.281752","16.005923"
"3148756","PEDRA BONITA","-42.332134","-20.520018","3148756 PEDRA BONITA","1","1","1","1","1","1","1","1","1","1","1","1","42.332134","20.520018"
"3148806","PEDRA DO ANTA","-42.715933","-20.596011","3148806 PEDRA DO ANTA","1","1","1","1","1","1","1","3","4","2","1","1","42.715933","20.596011"
"3148905","PEDRA DO INDAIÁ","-45.20981","-20.253596","3148905 PEDRA DO INDAIÁ","1","1","1","1","2","1","1","1","4","4","1","1","45.20981","20.253596"
"3149002","PEDRA DOURADA","-42.154539","-20.829946","3149002 PEDRA DOURADA","1","1","1","2","4","1","5","8","5","12","12","1","42.154539","20.829946"
"3149101","PEDRALVA","-45.465972","-22.254226","3149101 PEDRALVA","1","1","1","3","3","2","3","1","7","1","1","4","45.465972","22.254226"
"3149150","PEDRAS DE MARIA DA CRUZ","-44.392444","-15.599012","3149150 PEDRAS DE MARIA DA CRUZ","1","1","1","1","1","1","1","2","5","5","5","5","44.392444","15.599012"
"3149200","PEDRINÓPOLIS","-47.460617","-19.22772","3149200 PEDRINÓPOLIS","1","1","11","27","49","48","40","83","214","249","201","85","47.460617","19.22772"
"3149309","PEDRO LEOPOLDO","-44.045884","-19.618396","3149309 PEDRO LEOPOLDO","1","1","1","1","1","1","1","1","1","1","1","1","44.045884","19.618396"
"3149408","PEDRO TEIXEIRA","-43.745459","-21.706807","3149408 PEDRO TEIXEIRA","1","1","1","1","1","1","1","1","1","1","1","2","43.745459","21.706807"
"3149507","PEQUERI","-43.126286","-21.836904","3149507 PEQUERI","1","1","1","1","1","1","1","5","12","4","4","1","43.126286","21.836904"
"3149606","PEQUI","-44.653442","-19.627987","3149606 PEQUI","1","1","1","1","1","1","1","1","1","1","1","1","44.653442","19.627987"
"3149705","PERDIGÃO","-45.079363","-19.955123","3149705 PERDIGÃO","1","1","1","1","1","1","1","1","1","1","1","1","45.079363","19.955123"
"3149804","PERDIZES","-47.292008","-19.338658","3149804 PERDIZES","1","1","1","1","1","1","1","2","1","1","1","1","47.292008","19.338658"
"3149903","PERDÕES","-45.093088","-21.094519","3149903 PERDÕES","1","1","1","1","1","1","1","1","1","1","10","13","45.093088","21.094519"
"3149952","PERIQUITO","-42.234725","-19.154485","3149952 PERIQUITO","1","1","1","1","1","1","1","2","3","1","2","1","42.234725","19.154485"
"3150000","PESCADOR","-41.601623","-18.353629","3150000 PESCADOR","1","1","1","1","1","1","1","1","1","1","1","1","41.601623","18.353629"
"3150109","PIAU","-43.329125","-21.504618","3150109 PIAU","1","1","1","1","1","1","1","1","1","1","1","1","43.329125","21.504618"
"3150158","PIEDADE DE CARATINGA","-42.074264","-19.759213","3150158 PIEDADE DE CARATINGA","1","1","1","1","1","1","2","3","1","1","1","2","42.074264","19.759213"
"3150208","PIEDADE DE PONTE NOVA","-42.735239","-20.247665","3150208 PIEDADE DE PONTE NOVA","1","1","1","1","1","1","1","2","3","1","1","1","42.735239","20.247665"
"3150307","PIEDADE DO RIO GRANDE","-44.202502","-21.469733","3150307 PIEDADE DO RIO GRANDE","1","1","1","1","7","26","47","65","144","91","75","41","44.202502","21.469733"
"3150406","PIEDADE DOS GERAIS","-44.227916","-20.46101","3150406 PIEDADE DOS GERAIS","1","1","1","13","4","14","17","38","36","71","51","43","44.227916","20.46101"
"3150505","PIMENTA","-45.799087","-20.483195","3150505 PIMENTA","1","1","1","1","1","1","2","12","5","2","1","1","45.799087","20.483195"
"3150539","PINGO-D'ÁGUA","-42.408666","-19.728608","3150539 PINGO-D'ÁGUA","1","1","1","1","1","1","1","1","1","4","1","1","42.408666","19.728608"
"3150570","PINTÓPOLIS","-45.149507","-16.05499","3150570 PINTÓPOLIS","1","1","1","4","1","1","5","5","14","21","15","14","45.149507","16.05499"
"3150604","PIRACEMA","-44.478472","-20.508996","3150604 PIRACEMA","1","1","1","1","1","1","1","1","1","1","1","1","44.478472","20.508996"
"3150703","PIRAJUBA","-48.696638","-19.908505","3150703 PIRAJUBA","1","1","1","1","1","1","1","1","2","1","1","1","48.696638","19.908505"
"3150802","PIRANGA","-43.287346","-20.685144","3150802 PIRANGA","1","1","1","1","1","1","1","1","5","1","1","1","43.287346","20.685144"
"3150901","PIRANGUÇU","-45.493272","-22.526494","3150901 PIRANGUÇU","1","1","1","1","3","1","7","11","29","40","18","10","45.493272","22.526494"
"3151008","PIRANGUINHO","-45.534739","-22.411873","3151008 PIRANGUINHO","1","1","1","1","1","1","1","2","12","11","14","2","45.534739","22.411873"
"3151107","PIRAPETINGA","-42.348431","-21.655972","3151107 PIRAPETINGA","1","1","1","3","3","6","22","60","52","66","38","11","42.348431","21.655972"
"3151206","PIRAPORA","-44.951065","-17.349582","3151206 PIRAPORA","1","1","1","1","1","1","1","1","3","3","1","3","44.951065","17.349582"
"3151305","PIRAÚBA","-43.018131","-21.27655","3151305 PIRAÚBA","1","1","1","2","1","2","3","8","12","4","3","5","43.018131","21.27655"
"3151404","PITANGUI","-44.890119","-19.680597","3151404 PITANGUI","1","1","1","1","1","1","1","4","15","3","2","7","44.890119","19.680597"
"3151503","PIUMHI","-45.960569","-20.470883","3151503 PIUMHI","1","1","1","1","3","5","2","20","57","124","133","47","45.960569","20.470883"
"3151602","PLANURA","-48.699919","-20.138663","3151602 PLANURA","1","1","1","1","1","1","1","1","5","1","1","1","48.699919","20.138663"
"3151701","POÇO FUNDO","-45.96497","-21.784693","3151701 POÇO FUNDO","1","10","19","11","40","224","150","335","347","239","123","92","45.96497","21.784693"
"3151800","POÇOS DE CALDAS","-46.56641","-21.787364","3151800 POÇOS DE CALDAS","1","1","1","1","2","1","9","191","284","317","316","164","46.56641","21.787364"
"3151909","POCRANE","-41.629001","-19.620144","3151909 POCRANE","1","1","1","1","1","1","1","1","1","1","1","1","41.629001","19.620144"
"3152006","POMPÉU","-45.001871","-19.220957","3152006 POMPÉU","1","1","1","1","1","5","2","26","32","18","41","11","45.001871","19.220957"
"3152105","PONTE NOVA","-42.909684","-20.416643","3152105 PONTE NOVA","1","1","1","1","1","1","1","1","1","1","1","1","42.909684","20.416643"
"3152131","PONTO CHIQUE","-45.063135","-16.63304","3152131 PONTO CHIQUE","1","1","1","1","1","3","1","1","1","1","5","2","45.063135","16.63304"
"3152170","PONTO DOS VOLANTES","-41.507808","-16.75452","3152170 PONTO DOS VOLANTES","1","1","1","1","1","1","1","1","1","1","1","1","41.507808","16.75452"
"3152204","PORTEIRINHA","-43.028523","-15.746838","3152204 PORTEIRINHA","1","1","1","1","1","1","1","2","1","1","1","1","43.028523","15.746838"
"3152303","PORTO FIRME","-43.091411","-20.668267","3152303 PORTO FIRME","1","1","1","1","1","1","1","1","1","1","1","1","43.091411","20.668267"
"3152402","POTÉ","-41.788386","-17.801369","3152402 POTÉ","1","1","1","1","1","1","1","1","1","2","1","1","41.788386","17.801369"
"3152501","POUSO ALEGRE","-45.937144","-22.230303","3152501 POUSO ALEGRE","1","3","1","5","4","1","20","68","178","167","114","70","45.937144","22.230303"
"3152600","POUSO ALTO","-44.975344","-22.190942","3152600 POUSO ALTO","1","1","1","1","1","1","1","1","2","2","1","1","44.975344","22.190942"
"3152709","PRADOS","-44.07328","-21.056014","3152709 PRADOS","1","1","1","1","1","10","15","14","33","58","40","11","44.07328","21.056014"
"3152808","PRATA","-48.923846","-19.308211","3152808 PRATA","1","1","1","1","1","1","1","2","1","1","1","1","48.923846","19.308211"
"3152907","PRATÁPOLIS","-46.860917","-20.744184","3152907 PRATÁPOLIS","1","1","1","1","1","1","1","1","2","5","10","2","46.860917","20.744184"
"3153004","PRATINHA","-46.378449","-19.756945","3153004 PRATINHA","1","1","1","1","1","2","1","1","1","1","1","1","46.378449","19.756945"
"3153103","PRESIDENTE BERNARDES","-43.190056","-20.765678","3153103 PRESIDENTE BERNARDES","1","1","1","1","1","1","1","1","1","1","1","1","43.190056","20.765678"
"3153202","PRESIDENTE JUSCELINO","-44.054182","-18.640782","3153202 PRESIDENTE JUSCELINO","1","1","8","13","22","23","31","56","85","128","93","49","44.054182","18.640782"
"3153301","PRESIDENTE KUBITSCHEK","-43.557448","-18.61549","3153301 PRESIDENTE KUBITSCHEK","1","1","4","1","2","7","21","92","87","83","53","54","43.557448","18.61549"
"3153400","PRESIDENTE OLEGÁRIO","-46.417789","-18.414742","3153400 PRESIDENTE OLEGÁRIO","1","1","1","1","1","1","1","1","1","1","1","1","46.417789","18.414742"
"3153509","ALTO JEQUITIBÁ","-41.967175","-20.422927","3153509 ALTO JEQUITIBÁ","1","1","1","1","1","1","1","1","1","1","2","1","41.967175","20.422927"
"3153608","PRUDENTE DE MORAIS","-44.158391","-19.48356","3153608 PRUDENTE DE MORAIS","1","1","1","1","1","1","1","5","4","2","1","1","44.158391","19.48356"
"3153707","QUARTEL GERAL","-45.558863","-19.26769","3153707 QUARTEL GERAL","1","1","1","1","1","1","1","7","1","2","2","1","45.558863","19.26769"
"3153806","QUELUZITO","-43.880027","-20.742384","3153806 QUELUZITO","1","1","1","1","1","1","1","1","1","1","1","1","43.880027","20.742384"
"3153905","RAPOSOS","-43.804774","-19.965599","3153905 RAPOSOS","1","1","1","1","1","1","5","5","11","16","16","6","43.804774","19.965599"
"3154002","RAUL SOARES","-42.454168","-20.101959","3154002 RAUL SOARES","1","1","1","1","1","1","1","1","2","1","1","1","42.454168","20.101959"
"3154101","RECREIO","-42.471395","-21.533785","3154101 RECREIO","1","1","1","1","1","1","1","1","1","1","1","1","42.471395","21.533785"
"3154150","REDUTO","-41.985199","-20.24268","3154150 REDUTO","1","1","1","1","1","1","1","1","4","1","1","1","41.985199","20.24268"
"3154200","RESENDE COSTA","-44.239404","-20.917369","3154200 RESENDE COSTA","1","1","6","5","11","15","49","22","33","26","24","12","44.239404","20.917369"
"3154309","RESPLENDOR","-41.253967","-19.325484","3154309 RESPLENDOR","1","2","1","1","1","2","1","2","2","7","2","1","41.253967","19.325484"
"3154408","RESSAQUINHA","-43.758706","-21.055301","3154408 RESSAQUINHA","1","1","1","1","1","6","1","1","2","2","1","1","43.758706","21.055301"
"3154457","RIACHINHO","-46.002747","-16.216826","3154457 RIACHINHO","1","1","1","2","1","4","5","3","25","23","24","2","46.002747","16.216826"
"3154507","RIACHO DOS MACHADOS","-43.044564","-15.998034","3154507 RIACHO DOS MACHADOS","1","2","1","4","1","1","3","2","2","2","2","1","43.044564","15.998034"
"3154606","RIBEIRÃO DAS NEVES","-44.085824","-19.766022","3154606 RIBEIRÃO DAS NEVES","1","1","1","1","1","1","1","2","1","1","1","1","44.085824","19.766022"
"3154705","RIBEIRÃO VERMELHO","-45.064782","-21.190414","3154705 RIBEIRÃO VERMELHO","1","2","8","22","21","35","21","33","58","67","48","15","45.064782","21.190414"
"3154804","RIO ACIMA","-43.790854","-20.09513","3154804 RIO ACIMA","1","1","1","1","1","1","1","4","2","1","6","3","43.790854","20.09513"
"3154903","RIO CASCA","-42.65223","-20.226513","3154903 RIO CASCA","1","1","1","15","38","74","107","99","133","61","24","14","42.65223","20.226513"
"3155009","RIO DOCE","-42.895681","-20.244646","3155009 RIO DOCE","1","2","2","5","5","2","11","8","16","4","5","2","42.895681","20.244646"
"3155108","RIO DO PRADO","-40.571894","-16.609408","3155108 RIO DO PRADO","1","1","1","3","1","1","22","7","4","1","1","1","40.571894","16.609408"
"3155207","RIO ESPERA","-43.465333","-20.85808","3155207 RIO ESPERA","1","1","2","2","6","12","18","18","33","17","14","2","43.465333","20.85808"
"3155306","RIO MANSO","-44.310205","-20.261682","3155306 RIO MANSO","1","1","1","5","4","9","21","19","21","33","10","5","44.310205","20.261682"
"3155405","RIO NOVO","-43.128669","-21.483249","3155405 RIO NOVO","1","1","1","7","6","10","9","3","3","1","3","1","43.128669","21.483249"
"3155504","RIO PARANAÍBA","-46.242753","-19.191238","3155504 RIO PARANAÍBA","1","1","1","1","1","1","1","2","1","3","2","1","46.242753","19.191238"
"3155603","RIO PARDO DE MINAS","-42.541232","-15.613078","3155603 RIO PARDO DE MINAS","1","28","14","145","115","91","135","264","311","318","176","68","42.541232","15.613078"
"3155702","RIO PIRACICABA","-43.179824","-19.954941","3155702 RIO PIRACICABA","5","45","68","101","144","100","234","254","319","407","313","165","43.179824","19.954941"
"3155801","RIO POMBA","-43.177806","-21.272191","3155801 RIO POMBA","1","1","1","14","45","29","28","26","50","35","13","12","43.177806","21.272191"
"3155900","RIO PRETO","-43.829466","-22.086922","3155900 RIO PRETO","1","1","54","100","93","147","107","82","131","166","86","66","43.829466","22.086922"
"3156007","RIO VERMELHO","-43.022439","-18.301111","3156007 RIO VERMELHO","1","1","38","6","2","7","34","30","28","15","4","11","43.022439","18.301111"
"3156106","RITÁPOLIS","-44.323478","-21.023253","3156106 RITÁPOLIS","1","1","1","1","1","1","1","4","9","11","5","1","44.323478","21.023253"
"3156205","ROCHEDO DE MINAS","-43.022069","-21.63146","3156205 ROCHEDO DE MINAS","1","1","1","1","1","1","1","1","1","1","1","1","43.022069","21.63146"
"3156304","RODEIRO","-42.868676","-21.200705","3156304 RODEIRO","1","2","1","5","9","10","14","8","7","6","7","2","42.868676","21.200705"
"3156403","ROMARIA","-47.581755","-18.88348","3156403 ROMARIA","1","1","1","1","1","1","3","2","10","3","5","1","47.581755","18.88348"
"3156452","ROSÁRIO DA LIMEIRA","-42.50606","-20.981298","3156452 ROSÁRIO DA LIMEIRA","1","1","1","1","1","1","2","2","13","12","1","1","42.50606","20.981298"
"3156502","RUBELITA","-42.264762","-16.402966","3156502 RUBELITA","1","1","1","4","2","2","8","6","13","22","10","3","42.264762","16.402966"
"3156601","RUBIM","-40.536941","-16.372974","3156601 RUBIM","1","4","1","1","1","6","1","1","8","10","2","3","40.536941","16.372974"
"3156700","SABARÁ","-43.825557","-19.892495","3156700 SABARÁ","1","1","1","30","48","34","23","30","29","19","20","3","43.825557","19.892495"
"3156809","SABINÓPOLIS","-43.088204","-18.671815","3156809 SABINÓPOLIS","1","46","46","30","52","103","163","166","227","241","172","112","43.088204","18.671815"
"3156908","SACRAMENTO","-47.436555","-19.863576","3156908 SACRAMENTO","1","1","1","4","3","11","12","12","18","13","9","3","47.436555","19.863576"
"3157005","SALINAS","-42.293506","-16.169856","3157005 SALINAS","1","4","1","1","1","6","15","11","7","3","6","1","42.293506","16.169856"
"3157104","SALTO DA DIVISA","-39.950756","-15.997571","3157104 SALTO DA DIVISA","1","1","1","1","1","1","1","3","5","9","2","1","39.950756","15.997571"
"3157203","SANTA BÁRBARA","-43.405221","-19.965591","3157203 SANTA BÁRBARA","1","1","1","1","1","1","2","9","5","5","1","1","43.405221","19.965591"
"3157252","SANTA BÁRBARA DO LESTE","-42.140841","-19.975793","3157252 SANTA BÁRBARA DO LESTE","1","1","1","1","1","1","1","6","6","3","1","2","42.140841","19.975793"
"3157278","SANTA BÁRBARA DO MONTE VERDE","-43.701774","-21.957267","3157278 SANTA BÁRBARA DO MONTE VERDE","1","2","10","5","1","1","2","2","8","3","1","1","43.701774","21.957267"
