"GEOCODIGO_MUNICIPIO","NOME_MUNICIPIO","long_neg","lat_neg","Municipio_Codigo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","long","lat"
"3157302","SANTA BÁRBARA DO TUGÚRIO","-43.558949","-21.246208","3157302 SANTA BÁRBARA DO TUGÚRIO","1","1","26","85","31","22","21","27","63","29","15","1","43.558949","21.246208"
"3157336","SANTA CRUZ DE MINAS","-44.223258","-21.119471","3157336 SANTA CRUZ DE MINAS","1","1","1","1","1","1","1","1","10","1","1","1","44.223258","21.119471"
"3157377","SANTA CRUZ DE SALINAS","-41.750355","-16.094356","3157377 SANTA CRUZ DE SALINAS","2","1","1","3","5","11","7","5","32","11","2","8","41.750355","16.094356"
"3157401","SANTA CRUZ DO ESCALVADO","-42.818453","-20.238277","3157401 SANTA CRUZ DO ESCALVADO","1","1","2","2","6","20","50","58","39","16","15","6","42.818453","20.238277"
"3157500","SANTA EFIGÊNIA DE MINAS","-42.439313","-18.819838","3157500 SANTA EFIGÊNIA DE MINAS","1","1","9","1","4","17","10","16","16","15","5","4","42.439313","18.819838"
"3157609","SANTA FÉ DE MINAS","-45.413633","-16.687373","3157609 SANTA FÉ DE MINAS","1","1","2","1","1","2","4","6","6","4","3","2","45.413633","16.687373"
"3157658","SANTA HELENA DE MINAS","-40.686289","-16.936308","3157658 SANTA HELENA DE MINAS","1","1","1","1","1","1","1","4","5","3","1","2","40.686289","16.936308"
"3157708","SANTA JULIANA","-47.527144","-19.311299","3157708 SANTA JULIANA","1","12","40","60","139","161","68","118","244","302","194","124","47.527144","19.311299"
"3157807","SANTA LUZIA","-43.850007","-19.767617","3157807 SANTA LUZIA","1","2","4","4","1","8","3","2","8","6","4","1","43.850007","19.767617"
"3157906","SANTA MARGARIDA","-42.252536","-20.377925","3157906 SANTA MARGARIDA","1","2","7","24","8","2","20","25","44","23","18","2","42.252536","20.377925"
"3158003","SANTA MARIA DE ITABIRA","-43.11015","-19.459011","3158003 SANTA MARIA DE ITABIRA","1","8","11","21","11","8","10","9","11","15","15","3","43.11015","19.459011"
"3158102","SANTA MARIA DO SALTO","-40.146933","-16.247573","3158102 SANTA MARIA DO SALTO","1","1","1","1","2","1","2","2","5","6","1","1","40.146933","16.247573"
"3158201","SANTA MARIA DO SUAÇUÍ","-42.417802","-18.192252","3158201 SANTA MARIA DO SUAÇUÍ","1","8","5","4","2","12","8","16","9","18","3","1","42.417802","18.192252"
"3158300","SANTANA DA VARGEM","-45.507121","-21.248962","3158300 SANTANA DA VARGEM","1","1","2","4","2","6","4","7","3","10","11","10","45.507121","21.248962"
"3158409","SANTANA DE CATAGUASES","-42.554605","-21.284028","3158409 SANTANA DE CATAGUASES","1","1","1","1","1","1","5","3","5","3","6","1","42.554605","21.284028"
"3158508","SANTANA DE PIRAPAMA","-44.038103","-19.006886","3158508 SANTANA DE PIRAPAMA","1","2","5","1","1","1","4","1","5","7","1","1","44.038103","19.006886"
"3158607","SANTANA DO DESERTO","-43.172318","-21.949692","3158607 SANTANA DO DESERTO","1","1","1","3","3","10","7","6","7","8","2","1","43.172318","21.949692"
"3158706","SANTANA DO GARAMBÉU","-44.110873","-21.601832","3158706 SANTANA DO GARAMBÉU","1","5","11","24","22","27","21","54","49","29","7","8","44.110873","21.601832"
"3158805","SANTANA DO JACARÉ","-45.128049","-20.901677","3158805 SANTANA DO JACARÉ","1","1","1","1","1","2","3","5","9","10","7","1","45.128049","20.901677"
"3158904","SANTANA DO MANHUAÇU","-41.923497","-20.108546","3158904 SANTANA DO MANHUAÇU","1","1","2","16","11","6","9","28","16","18","14","11","41.923497","20.108546"
"3158953","SANTANA DO PARAÍSO","-42.552583","-19.369099","3158953 SANTANA DO PARAÍSO","1","1","1","2","2","7","8","34","17","15","13","10","42.552583","19.369099"
"3159001","SANTANA DO RIACHO","-43.711459","-19.170092","3159001 SANTANA DO RIACHO","1","1","1","25","1","1","7","7","13","11","7","3","43.711459","19.170092"
"3159100","SANTANA DOS MONTES","-43.705998","-20.789735","3159100 SANTANA DOS MONTES","1","1","1","1","4","3","79","6","1","2","6","1","43.705998","20.789735"
"3159209","SANTA RITA DE CALDAS","-46.338626","-22.026435","3159209 SANTA RITA DE CALDAS","1","1","1","7","3","2","13","35","17","28","13","11","46.338626","22.026435"
"3159308","SANTA RITA DE JACUTINGA","-44.100442","-22.148461","3159308 SANTA RITA DE JACUTINGA","1","3","1","4","9","9","10","23","13","8","7","5","44.100442","22.148461"
"3159357","SANTA RITA DE MINAS","-42.131781","-19.87521","3159357 SANTA RITA DE MINAS","1","2","1","3","3","1","2","4","8","16","6","4","42.131781","19.87521"
"3159407","SANTA RITA DE IBITIPOCA","-43.916761","-21.56123","3159407 SANTA RITA DE IBITIPOCA","1","1","1","1","1","1","1","4","5","3","1","3","43.916761","21.56123"
"3159506","SANTA RITA DO ITUETO","-41.379278","-19.359813","3159506 SANTA RITA DO ITUETO","1","3","1","9","1","3","6","7","13","11","15","6","41.379278","19.359813"
"3159605","SANTA RITA DO SAPUCAÍ","-45.703988","-22.25333","3159605 SANTA RITA DO SAPUCAÍ","1","1","1","1","1","1","2","5","7","17","13","28","45.703988","22.25333"
"3159704","SANTA ROSA DA SERRA","-45.970664","-19.532621","3159704 SANTA ROSA DA SERRA","1","1","1","1","3","2","5","13","27","14","15","4","45.970664","19.532621"
"3159803","SANTA VITÓRIA","-50.123465","-18.843948","3159803 SANTA VITÓRIA","17","35","30","34","20","45","31","47","37","43","32","15","50.123465","18.843948"
"3159902","SANTO ANTÔNIO DO AMPARO","-44.918675","-20.946249","3159902 SANTO ANTÔNIO DO AMPARO","1","1","4","2","10","3","4","8","6","8","1","4","44.918675","20.946249"
"3160009","SANTO ANTÔNIO DO AVENTUREIRO","-42.811637","-21.755828","3160009 SANTO ANTÔNIO DO AVENTUREIRO","3","30","101","88","128","261","337","234","241","154","89","80","42.811637","21.755828"
"3160108","SANTO ANTÔNIO DO GRAMA","-42.613899","-20.3125","3160108 SANTO ANTÔNIO DO GRAMA","1","1","4","1","1","1","4","1","5","2","1","1","42.613899","20.3125"
"3160207","SANTO ANTÔNIO DO ITAMBÉ","-43.303779","-18.468972","3160207 SANTO ANTÔNIO DO ITAMBÉ","2","110","252","227","274","54","219","462","554","630","458","204","43.303779","18.468972"
"3160306","SANTO ANTÔNIO DO JACINTO","-40.175337","-16.537683","3160306 SANTO ANTÔNIO DO JACINTO","1","1","1","5","14","13","17","22","28","34","8","2","40.175337","16.537683"
"3160405","SANTO ANTÔNIO DO MONTE","-45.293936","-20.087219","3160405 SANTO ANTÔNIO DO MONTE","1","2","1","1","2","2","1","6","5","3","6","4","45.293936","20.087219"
"3160454","SANTO ANTÔNIO DO RETIRO","-42.624377","-15.342634","3160454 SANTO ANTÔNIO DO RETIRO","1","9","5","4","10","6","10","13","12","17","6","14","42.624377","15.342634"
"3160504","SANTO ANTÔNIO DO RIO ABAIXO","-43.253057","-19.22568","3160504 SANTO ANTÔNIO DO RIO ABAIXO","1","19","20","5","15","19","59","84","92","102","44","38","43.253057","19.22568"
"3160603","SANTO HIPÓLITO","-44.221698","-18.28781","3160603 SANTO HIPÓLITO","1","1","1","1","1","1","1","3","5","2","4","1","44.221698","18.28781"
"3160702","SANTOS DUMONT","-43.553752","-21.457532","3160702 SANTOS DUMONT","1","2","1","1","1","1","3","1","1","5","5","2","43.553752","21.457532"
"3160801","SÃO BENTO ABADE","-45.075361","-21.579048","3160801 SÃO BENTO ABADE","4","377","429","490","478","359","528","542","672","946","579","370","45.075361","21.579048"
"3160900","SÃO BRÁS DO SUAÇUÍ","-43.952675","-20.626504","3160900 SÃO BRÁS DO SUAÇUÍ","13","133","189","235","531","623","758","491","593","863","516","316","43.952675","20.626504"
"3160959","SÃO DOMINGOS DAS DORES","-42.009508","-19.529446","3160959 SÃO DOMINGOS DAS DORES","1","1","1","1","1","1","1","1","3","1","1","1","42.009508","19.529446"
"3161007","SÃO DOMINGOS DO PRATA","-42.960363","-19.871028","3161007 SÃO DOMINGOS DO PRATA","109","13","10","19","17","51","68","53","79","121","77","29","42.960363","19.871028"
"3161056","SÃO FÉLIX DE MINAS","-41.490353","-18.586106","3161056 SÃO FÉLIX DE MINAS","1","1","1","1","1","1","1","1","1","3","1","1","41.490353","18.586106"
"3161106","SÃO FRANCISCO","-44.861313","-15.952564","3161106 SÃO FRANCISCO","1","1","5","6","5","6","13","32","21","36","30","27","44.861313","15.952564"
"3161205","SÃO FRANCISCO DE PAULA","-44.982631","-20.713532","3161205 SÃO FRANCISCO DE PAULA","1","1","1","1","1","1","1","5","1","5","4","1","44.982631","20.713532"
"3161304","SÃO FRANCISCO DE SALES","-49.765566","-19.865114","3161304 SÃO FRANCISCO DE SALES","1","1","1","4","1","4","12","15","10","17","13","4","49.765566","19.865114"
"3161403","SÃO FRANCISCO DO GLÓRIA","-42.268221","-20.792301","3161403 SÃO FRANCISCO DO GLÓRIA","3","1","1","2","6","1","12","21","23","13","7","5","42.268221","20.792301"
"3161502","SÃO GERALDO","-42.837664","-20.920848","3161502 SÃO GERALDO","1","8","9","13","15","11","38","63","43","24","31","12","42.837664","20.920848"
"3161601","SÃO GERALDO DA PIEDADE","-42.289135","-18.844031","3161601 SÃO GERALDO DA PIEDADE","1","1","1","1","3","1","3","10","24","38","3","1","42.289135","18.844031"
"3161650","SÃO GERALDO DO BAIXIO","-41.363628","-18.918809","3161650 SÃO GERALDO DO BAIXIO","30","52","58","121","65","123","157","294","430","650","372","145","41.363628","18.918809"
"3161700","SÃO GONÇALO DO ABAETÉ","-45.834246","-18.341113","3161700 SÃO GONÇALO DO ABAETÉ","1","1","1","1","1","1","2","1","1","1","2","1","45.834246","18.341113"
"3161809","SÃO GONÇALO DO PARÁ","-44.857189","-19.985685","3161809 SÃO GONÇALO DO PARÁ","1","1","1","1","19","6","10","8","10","22","16","3","44.857189","19.985685"
"3161908","SÃO GONÇALO DO RIO ABAIXO","-43.34804","-19.831801","3161908 SÃO GONÇALO DO RIO ABAIXO","1","1","6","13","7","15","26","30","92","96","137","105","43.34804","19.831801"
"3162005","SÃO GONÇALO DO SAPUCAÍ","-45.594638","-21.891905","3162005 SÃO GONÇALO DO SAPUCAÍ","4","2","1","1","1","1","5","2","12","2","2","6","45.594638","21.891905"
"3162104","SÃO GOTARDO","-46.053144","-19.3127","3162104 SÃO GOTARDO","1","1","1","1","1","1","1","1","1","2","1","1","46.053144","19.3127"
"3162203","SÃO JOÃO BATISTA DO GLÓRIA","-46.503461","-20.639037","3162203 SÃO JOÃO BATISTA DO GLÓRIA","1","1","1","1","1","4","2","1","1","1","7","1","46.503461","20.639037"
"3162252","SÃO JOÃO DA LAGOA","-44.349089","-16.852055","3162252 SÃO JOÃO DA LAGOA","1","1","1","1","1","1","1","1","1","2","1","1","44.349089","16.852055"
"3162302","SÃO JOÃO DA MATA","-45.92653","-21.934853","3162302 SÃO JOÃO DA MATA","1","4","15","9","30","16","68","92","58","149","30","75","45.92653","21.934853"
"3162401","SÃO JOÃO DA PONTE","-44.008955","-15.924513","3162401 SÃO JOÃO DA PONTE","1","1","1","1","1","3","1","5","3","7","11","1","44.008955","15.924513"
"3162450","SÃO JOÃO DAS MISSÕES","-44.081262","-14.882533","3162450 SÃO JOÃO DAS MISSÕES","1","1","1","1","1","2","1","1","1","1","1","1","44.081262","14.882533"
"3162500","SÃO JOÃO DEL REI","-44.260973","-21.135509","3162500 SÃO JOÃO DEL REI","1","1","1","1","1","1","5","8","7","3","4","1","44.260973","21.135509"
"3162559","SÃO JOÃO DO MANHUAÇU","-42.152158","-20.3955","3162559 SÃO JOÃO DO MANHUAÇU","1","1","1","1","2","2","5","5","39","4","4","1","42.152158","20.3955"
"3162575","SÃO JOÃO DO MANTENINHA","-41.158748","-18.727837","3162575 SÃO JOÃO DO MANTENINHA","1","1","1","5","4","9","6","2","12","9","8","2","41.158748","18.727837"
"3162609","SÃO JOÃO DO ORIENTE","-42.15646","-19.337666","3162609 SÃO JOÃO DO ORIENTE","1","3","1","1","1","2","1","7","8","14","1","1","42.15646","19.337666"
"3162658","SÃO JOÃO DO PACUÍ","-44.529571","-16.538375","3162658 SÃO JOÃO DO PACUÍ","1","1","1","1","1","1","1","1","1","1","1","1","44.529571","16.538375"
"3162708","SÃO JOÃO DO PARAÍSO","-42.011422","-15.318438","3162708 SÃO JOÃO DO PARAÍSO","46","80","107","204","79","115","176","393","568","602","298","92","42.011422","15.318438"
"3162807","SÃO JOÃO EVANGELISTA","-42.776048","-18.545187","3162807 SÃO JOÃO EVANGELISTA","1","1","1","1","1","1","1","3","1","4","2","1","42.776048","18.545187"
"3162906","SÃO JOÃO NEPOMUCENO","-43.011286","-21.535697","3162906 SÃO JOÃO NEPOMUCENO","1","3","2","10","3","22","7","20","32","145","59","42","43.011286","21.535697"
"3162922","SÃO JOAQUIM DE BICAS","-44.266273","-20.063468","3162922 SÃO JOAQUIM DE BICAS","1","1","1","1","1","1","6","15","10","18","7","11","44.266273","20.063468"
"3162948","SÃO JOSÉ DA BARRA","-46.31933","-20.722091","3162948 SÃO JOSÉ DA BARRA","16","17","38","61","83","81","107","267","304","233","213","83","46.31933","20.722091"
"3162955","SÃO JOSÉ DA LAPA","-43.959956","-19.698627","3162955 SÃO JOSÉ DA LAPA","3","3","4","25","4","15","22","44","107","123","34","14","43.959956","19.698627"
"3163003","SÃO JOSÉ DA SAFIRA","-42.146411","-18.325117","3163003 SÃO JOSÉ DA SAFIRA","1","1","1","1","1","1","1","1","1","1","1","1","42.146411","18.325117"
"3163102","SÃO JOSÉ DA VARGINHA","-44.56106","-19.704806","3163102 SÃO JOSÉ DA VARGINHA","1","1","2","1","1","1","1","1","1","1","1","1","44.56106","19.704806"
"3163201","SÃO JOSÉ DO ALEGRE","-45.530188","-22.329055","3163201 SÃO JOSÉ DO ALEGRE","1","1","1","2","2","1","3","3","1","1","1","4","45.530188","22.329055"
"3163300","SÃO JOSÉ DO DIVINO","-41.391209","-18.483263","3163300 SÃO JOSÉ DO DIVINO","1","1","2","1","1","3","1","6","4","12","10","7","41.391209","18.483263"
"3163409","SÃO JOSÉ DO GOIABAL","-42.70986","-19.927983","3163409 SÃO JOSÉ DO GOIABAL","7","6","10","19","20","33","76","98","173","87","115","47","42.70986","19.927983"
"3163508","SÃO JOSÉ DO JACURI","-42.666627","-18.275811","3163508 SÃO JOSÉ DO JACURI","1","18","58","58","46","102","343","388","392","482","259","143","42.666627","18.275811"
"3163607","SÃO JOSÉ DO MANTIMENTO","-41.749073","-20.005999","3163607 SÃO JOSÉ DO MANTIMENTO","1","1","1","1","1","1","1","2","2","4","1","1","41.749073","20.005999"
"3163706","SÃO LOURENÇO","-45.053373","-22.117769","3163706 SÃO LOURENÇO","7","7","35","73","50","68","71","245","552","386","380","127","45.053373","22.117769"
"3163805","SÃO MIGUEL DO ANTA","-42.720899","-20.705918","3163805 SÃO MIGUEL DO ANTA","1","1","1","2","1","1","7","4","13","10","17","8","42.720899","20.705918"
"3163904","SÃO PEDRO DA UNIÃO","-46.621327","-21.133458","3163904 SÃO PEDRO DA UNIÃO","3","2","7","24","31","35","41","83","112","150","94","58","46.621327","21.133458"
"3164001","SÃO PEDRO DOS FERROS","-42.523901","-20.17191","3164001 SÃO PEDRO DOS FERROS","1","1","6","7","5","6","12","4","3","1","1","1","42.523901","20.17191"
"3164100","SÃO PEDRO DO SUAÇUÍ","-42.600232","-18.365506","3164100 SÃO PEDRO DO SUAÇUÍ","21","21","33","51","32","17","72","99","255","271","169","87","42.600232","18.365506"
"3164209","SÃO ROMÃO","-45.069135","-16.368639","3164209 SÃO ROMÃO","2","2","2","5","2","7","14","10","5","8","15","1","45.069135","16.368639"
"3164308","SÃO ROQUE DE MINAS","-46.368995","-20.250671","3164308 SÃO ROQUE DE MINAS","1","1","1","1","1","3","3","1","1","1","1","2","46.368995","20.250671"
"3164407","SÃO SEBASTIÃO DA BELA VISTA","-45.754789","-22.155006","3164407 SÃO SEBASTIÃO DA BELA VISTA","1","3","1","1","1","1","1","2","2","1","1","1","45.754789","22.155006"
"3164431","SÃO SEBASTIÃO DA VARGEM ALEGRE","-42.638666","-21.07383","3164431 SÃO SEBASTIÃO DA VARGEM ALEGRE","6","15","19","53","16","12","32","39","71","150","121","44","42.638666","21.07383"
"3164472","SÃO SEBASTIÃO DO ANTA","-41.979599","-19.500107","3164472 SÃO SEBASTIÃO DO ANTA","8","13","12","131","228","359","468","475","699","618","449","144","41.979599","19.500107"
"3164506","SÃO SEBASTIÃO DO MARANHÃO","-42.565746","-18.091372","3164506 SÃO SEBASTIÃO DO MARANHÃO","1","4","1","1","3","4","5","12","2","12","1","1","42.565746","18.091372"
"3164605","SÃO SEBASTIÃO DO OESTE","-45.003134","-20.274095","3164605 SÃO SEBASTIÃO DO OESTE","32","50","81","176","80","74","424","1118","1982","1900","1091","488","45.003134","20.274095"
"3164704","SÃO SEBASTIÃO DO PARAÍSO","-46.986472","-20.918065","3164704 SÃO SEBASTIÃO DO PARAÍSO","1","4","8","5","2","3","3","23","19","32","26","9","46.986472","20.918065"
"3164803","SÃO SEBASTIÃO DO RIO PRETO","-43.174734","-19.285767","3164803 SÃO SEBASTIÃO DO RIO PRETO","1","1","1","1","1","1","2","3","7","6","4","1","43.174734","19.285767"
"3164902","SÃO SEBASTIÃO DO RIO VERDE","-44.977736","-22.215056","3164902 SÃO SEBASTIÃO DO RIO VERDE","2","4","1","1","1","4","20","4","2","4","2","1","44.977736","22.215056"
"3165008","SÃO TIAGO","-44.503992","-20.900946","3165008 SÃO TIAGO","2","1","5","22","6","3","8","29","21","11","13","5","44.503992","20.900946"
"3165107","SÃO TOMÁS DE AQUINO","-47.096783","-20.784994","3165107 SÃO TOMÁS DE AQUINO","10","3","4","31","6","5","12","2","9","341","668","324","47.096783","20.784994"
"3165206","SÃO THOMÉ DAS LETRAS","-44.987008","-21.720723","3165206 SÃO THOMÉ DAS LETRAS","1","4","1","4","5","1","18","26","7","1","6","1","44.987008","21.720723"
"3165305","SÃO VICENTE DE MINAS","-44.454684","-21.697472","3165305 SÃO VICENTE DE MINAS","1","1","1","2","1","2","1","1","1","3","9","3","44.454684","21.697472"
"3165404","SAPUCAÍ-MIRIM","-45.740926","-22.751596","3165404 SAPUCAÍ-MIRIM","1","1","1","2","1","1","1","10","15","17","3","1","45.740926","22.751596"
"3165503","SARDOÁ","-42.366129","-18.783265","3165503 SARDOÁ","1","1","1","1","4","11","5","20","15","15","17","1","42.366129","18.783265"
"3165537","SARZEDO","-44.145867","-20.034535","3165537 SARZEDO","1","1","1","1","1","3","8","8","2","2","1","1","44.145867","20.034535"
"3165552","SETUBINHA","-42.166438","-17.597019","3165552 SETUBINHA","8","14","11","47","16","19","33","70","60","70","63","46","42.166438","17.597019"
"3165560","SEM-PEIXE","-42.841902","-20.102536","3165560 SEM-PEIXE","1","1","1","1","2","7","14","7","12","16","7","4","42.841902","20.102536"
"3165578","SENADOR AMARAL","-46.180234","-22.588722","3165578 SENADOR AMARAL","1","1","4","5","5","10","8","1","5","5","18","25","46.180234","22.588722"
"3165602","SENADOR CORTES","-42.944332","-21.802517","3165602 SENADOR CORTES","1","1","2","1","1","1","1","4","3","4","2","1","42.944332","21.802517"
"3165701","SENADOR FIRMINO","-43.10413","-20.91806","3165701 SENADOR FIRMINO","1","1","1","1","1","1","1","1","4","16","9","1","43.10413","20.91806"
"3165800","SENADOR JOSÉ BENTO","-46.179473","-22.166607","3165800 SENADOR JOSÉ BENTO","1","1","1","1","1","1","1","4","3","6","5","2","46.179473","22.166607"
"3165909","SENADOR MODESTINO GONÇALVES","-43.222975","-17.946025","3165909 SENADOR MODESTINO GONÇALVES","4","8","37","38","59","42","87","108","93","96","88","47","43.222975","17.946025"
"3166006","SENHORA DE OLIVEIRA","-43.337732","-20.7939","3166006 SENHORA DE OLIVEIRA","692","975","986","1550","1606","2019","3754","6355","7150","7501","7645","3436","43.337732","20.7939"
